1.000000000000000000e+00,2.000000000000000000e+00,3.000000000000000000e+00,4.000000000000000000e+00,5.000000000000000000e+00,6.000000000000000000e+00,7.000000000000000000e+00,8.000000000000000000e+00,9.000000000000000000e+00,1.000000000000000000e+01,1.100000000000000000e+01
1.000000000000000000e+00,1.396282750444089116e+00,-5.388545856040221071e-01,1.424571900480830822e+00,-2.574171652783241893e+00,2.781323469960729766e-01,1.005181802189177853e+00,-1.014451676712141204e+00,-7.609662614129361069e-01,1.953182896229371357e+00,3.956417722125257219e-01
2.000000000000000000e+00,-2.250932018322611583e+00,-4.490849080736742938e-01,4.431216998492714332e+00,-6.627534234997746188e-01,-1.966316896687237969e+00,1.032172261501798305e+00,2.518759370900773398e+00,-1.040850138974217298e+00,2.994218355724086233e+00,1.926676806013174703e+00
3.000000000000000000e+00,-1.218891129110728277e+00,-3.154504792550389958e-01,4.280392728643514388e+00,4.670747518184850122e+00,-1.913417535628912036e+00,3.556839290103929851e+00,3.026506504821104393e+00,1.005121229556107831e+00,1.494851243026289467e+00,1.373512713754723613e+00
4.000000000000000000e+00,4.892048747690943777e+00,-2.876218218311860753e+00,-1.670032118758338013e+00,5.443424536161675320e+00,1.418485066601722799e+00,3.020084220368449479e+00,-2.526025399678015759e+00,2.073576707612724945e+00,-1.276061341237029856e+00,1.022782944460403298e+00
5.000000000000000000e+00,9.854390534410155666e+00,-2.182363339451521167e+00,-2.400947519886734050e+00,4.343243060519440535e-01,1.450842806282281572e+00,6.226711688847761383e-01,-6.050308710301631976e+00,-7.546073096125719415e-01,-1.458326659528521363e+00,4.679756461492841080e-01
6.000000000000000000e+00,3.316767462854801174e+00,4.127163291928443556e+00,4.041148233840716308e+00,-8.805747122785670955e-01,-8.366028498942154057e-01,-2.484257718588543939e-01,-2.548737924283463130e+00,-7.036338567310542746e-01,-2.800346103043306556e+00,2.390059459373508943e+00
7.000000000000000000e+00,2.739045863017263716e-01,4.901309437243275724e+00,2.666128445453430640e+00,3.102060527108452259e+00,-7.625570511905819249e-01,1.826772794968319236e+00,1.659391305274784845e+00,7.889726062153690211e-01,-7.355852514369290995e-01,-1.053940639795848400e+00
8.000000000000000000e+00,3.719891004960099501e+00,2.248778158313318620e+00,-9.147950340342992925e-01,1.870966094478447861e+00,4.340443427498788531e-01,1.288090362181308901e+00,-2.343074554631014106e+00,-3.152110819170950151e-01,1.634275556253393269e+00,-1.733884138600707780e+00
9.000000000000000000e+00,3.271875716356158925e+00,-2.789564134181404809e-01,7.205036169290487402e-01,-1.223353226132470883e-01,1.558086883810963830e+00,8.271020727421296570e-01,-3.865319534255849288e+00,-1.489218951990370354e-01,1.012492674394256165e+00,-2.048416242953723376e+00
1.000000000000000000e+01,1.032353068274098007e+00,-2.356646273680909509e+00,2.378026027330412795e+00,1.094440842312612849e-01,1.466489075185785085e+00,-3.582471389608123946e-01,-2.048128432543988797e+00,-5.513405567368879767e-01,1.635211182135511754e+00,-8.688555836031731650e-01
1.100000000000000000e+01,1.063989532904305646e+00,-1.995990265250014106e+00,2.418866967141714230e+00,1.470457838207424928e+00,9.674818193129539612e-01,1.564240936683049199e+00,-1.986782953918091454e-01,-1.508474137191103459e+00,2.981501100400702597e+00,6.289247461812171869e-01
1.200000000000000000e+01,1.076857741863944007e+00,-5.223037851532533971e+00,7.255660741487697241e-01,2.924073544717524342e+00,9.488487767892279656e-01,1.559186865941593503e+00,-3.061101624071225658e+00,6.186001202253921250e-02,1.297262899593996544e+00,3.121053739260303495e+00
1.300000000000000000e+01,5.054733188052978221e+00,-4.454267630190718918e+00,-2.172495219608237882e+00,1.426253599055681054e+00,1.506288180055287862e+00,1.203385956799229550e+00,-3.541797709064554489e+00,-1.450011036089639438e+00,1.621574381655050523e+00,4.315498016246389845e+00
1.400000000000000000e+01,3.218062977412288639e+00,-3.876791751348091175e+00,-1.787919332404668271e-01,-2.807361981378514670e+00,5.072499055811100499e-01,-1.012719642796182651e+00,-3.832844092636186417e+00,-3.766556719126807895e-01,-8.557616707438122639e-01,4.001333060746685710e+00
1.500000000000000000e+01,-1.244900416049249614e+00,-1.564720037295208144e+00,3.413451913696419204e+00,-3.856968642913964018e+00,-8.269841354681107815e-01,3.916065782432097686e-01,5.043346033824989139e-01,-1.674257190973896581e+00,6.700996056838137704e-01,4.013967438230841012e+00
1.600000000000000000e+01,-6.427727666348696189e+00,-8.069629231587805984e-01,5.033898026076311538e+00,7.868426659973930537e-01,-2.350031993468232994e+00,1.001514272239345971e+00,3.281375682580488284e+00,5.567106299385765622e-02,1.297324902499299437e+00,3.785658857633997343e+00
1.700000000000000000e+01,-2.170671239959695686e+00,-3.651064216653220118e+00,5.857969121514228217e-02,4.609798495431135734e+00,-1.653458648424493305e+00,3.770692990449449500e+00,1.450051178596019730e+00,1.625069786105798109e+00,2.060183016430792158e+00,3.379205779914887575e+00
1.800000000000000000e+01,4.664213309537116103e+00,-7.123028888433345251e+00,-4.777223067372519338e+00,4.600258661837659524e+00,1.463554926390393085e+00,7.626345040684494592e-01,-4.125201338611037549e+00,2.378364228559963767e-01,-7.746679273330892013e-02,5.421277673329740310e+00
1.900000000000000000e+01,7.654896650572901251e+00,-3.174290860727062569e+00,-2.943552336359313237e+00,-1.207770601453196813e+00,2.976108845710767614e+00,-2.805135038940547609e+00,-7.156822890857407415e+00,-1.942827384228621224e+00,-1.054278052241069519e+00,4.201021522475564041e+00
2.000000000000000000e+01,1.823537734898426965e+00,3.321951061137751626e+00,8.222946466766118956e-01,-5.023727394668956237e+00,3.473579090522231905e+00,-3.478163787576900035e+00,-2.724274317811124391e+00,-3.087407928395185408e+00,2.137717388612798697e-01,3.140510004981265535e+00
2.100000000000000000e+01,-3.988313300307788634e+00,3.637133041005193412e+00,4.994345799723845403e+00,-1.581601833961751913e+00,1.798137639653859532e+00,-1.090782264527605072e+00,1.456611643431487524e+00,-2.012559917678694799e+00,3.676578407249708191e-01,-1.332912110807208839e+00
2.200000000000000000e+01,-3.855349250390298188e+00,-2.521395826554007069e-02,2.246589648326438926e+00,2.547348472430782107e-01,2.799175508160295589e+00,1.522745878767837180e+00,5.960170251552663334e-01,-1.404875098118896881e+00,-9.928507329448318375e-01,-1.119748279321869155e+00
2.300000000000000000e+01,-1.655598793064092078e+00,-4.182465551929655412e+00,-6.820472924628547817e-01,-5.216531075821356778e-01,6.469996964548738738e-01,2.144453437020419351e+00,-8.766467039654923799e-01,-2.341873564292781040e+00,6.596729920564348149e-01,-8.034308654490102120e-01
2.400000000000000000e+01,-2.273518389574681553e+00,-6.472387679301067287e+00,4.334814092980104339e-01,-1.539256341290639707e+00,-1.035936165589240954e+00,-1.084561141398294737e+00,-1.162473149401221040e+00,-9.645185800819794375e-01,4.722504832650536999e-01,-8.513817514010373344e-01
2.500000000000000000e+01,-3.158871814050639770e+00,-1.713746912532181810e+00,-5.883313811369963453e-01,5.662858520599991508e-01,1.415318611924182512e+00,1.367028094946636685e+00,7.999683696441375336e-01,8.969131780485649630e-01,4.071504632091560438e-01,3.242413961740475248e+00
2.600000000000000000e+01,-4.562372376145894526e-01,-4.089004002751737588e+00,-2.299856675281412688e+00,6.179381254023113001e-01,1.340824414421173616e+00,3.160334235626405253e-01,-9.807829315968228379e-01,-1.209171494869352381e+00,4.534944839493054713e-01,2.761628863229192987e-01
2.700000000000000000e+01,1.133794781732508639e-01,-2.899303086560987897e+00,-2.132821073024832259e+00,-1.892162000023703161e+00,1.694523994504497644e-01,-1.235367021405577193e+00,-1.538703824061230963e+00,-1.902014023218520311e+00,6.373204176632590867e-01,2.522329735618130897e+00
2.800000000000000000e+01,-2.574866810939785200e+00,-9.814221447161688427e-01,1.966669762939462496e-01,-8.821355212793609013e-01,-1.152097614165267681e+00,-4.455663197272317078e-01,2.884135394412294939e-01,-1.515186082333640272e+00,1.188684392482942664e+00,2.954060993558265125e+00
2.900000000000000000e+01,-2.302933879731670963e+00,-9.649757639575109458e-01,6.799457006658526925e-01,3.499994452329676653e-01,-8.553155134870366050e-01,-1.964444735579670809e+00,3.231122636217710564e+00,-6.687934621998857798e-01,1.088037998363174053e+00,8.955210939322747477e-01
3.000000000000000000e+01,1.681810541082406907e-02,-1.092309755839542262e+00,-1.327604593491868989e+00,4.151858959199416499e-01,3.265871047333727684e-01,-4.047842014166851410e-01,3.324522750427247875e-01,-6.395945332421426599e-02,-2.158448994805776788e+00,9.125380822065376485e-02
3.100000000000000000e+01,2.948672162963366095e-01,1.181460710594417929e+00,-1.155839300008412618e+00,-9.695360181114918152e-01,3.026574473291965273e-02,-1.809643975616662681e+00,1.729232790744150039e+00,2.812753234990614803e-01,-8.884662274083332534e-02,9.976264767688733937e-01
3.200000000000000000e+01,-1.317629068536182668e+00,1.471548165159986876e+00,1.528711270672444278e-01,-4.314144640019046406e-01,2.063040331687191475e+00,-8.154877637563976434e-01,1.389582430493771170e+00,7.759561379952090165e-01,-4.692846917978402838e-02,-4.248381955078749106e-02
3.300000000000000000e+01,-1.148988056036405192e-01,-7.797687135451616403e-01,-2.118711850949134057e+00,-1.308491617881951896e+00,4.729281222430887777e-01,-1.400065650969341435e+00,-5.016408085784174187e-01,-7.530961173035266576e-02,-6.093911382700778478e-01,-1.863883207036847400e+00
3.400000000000000000e+01,-1.968405188460605970e+00,1.490652944040167016e+00,8.180356532566792627e-01,-1.321162467410376573e+00,-3.126707217274842798e-01,-7.010477196473601236e-01,3.824727909513571666e-01,1.574300333233867200e+00,1.221918434821024912e-01,-2.600449361739903820e-01
